Control,Mineral,Nanoparticle
0.2628946579,0.1516500174,0.1791483036
0.1301548779,0.04758059789,0.09065644476
0.2029653587,0.04438739888,0.06290710393
0.1339873773,0.0231644931,0.07831286352
0.1027175941,0.091156747,0.09688689749
0.06259099337,0.09136275873,0.0724343315
0.1602624666,-0.002538263678,0.1492404546
0.2431238702,0.2083824477,0.1654200073
0.09665505005,0.1248099761,0.02993881011
0.177826341,0.2019325087,0.2060190413
